x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89628.1249,43154.24881,0.0,0.0,0.0,-0.449916013,0.893070868,8.333333333
89630.46293,43151.08924,0.0,0.0,0.0,-0.449782871,0.893137932,8.333333333
89632.80188,43147.93036,0.0,0.0,0.0,-0.448444384,0.893810469,8.333333333
89635.14467,43144.77432,0.0,0.0,0.0,-0.445246868,0.895407846,8.333333333
89637.51063,43141.63835,0.0,0.0,0.0,-0.44397947,0.896036947,8.333333333
89640.02424,43139.30188,0.0,0.0,0.0,-0.186985718,0.97020845,8.333333333
89642.49491,43138.8573,0.0,0.0,0.0,0.041803258,0.987897071,8.333333333
89643.12571,43139.12129,0.0,0.0,0.0,0.27782224,0.948606192,8.333333333
89643.75652,43139.38529,0.0,0.0,0.0,0.56135716,0.814938043,8.333333333
89644.38733,43139.64928,0.0,0.0,0.0,0.788808431,0.592050226,8.333333333
89644.90776,43140.02153,0.0,0.0,0.0,0.860020558,0.509900359,8.333333333
89645.20644,43140.61126,0.0,0.0,0.0,0.876414921,0.481519609,8.333333333
89645.50513,43141.20098,0.0,0.0,0.0,0.880284142,0.474446711,8.333333333
89645.80382,43141.7907,0.0,0.0,0.0,0.880834226,0.473424823,8.333333333
89646.10251,43142.38042,0.0,0.0,0.0,0.880946614,0.473215662,8.333333333
89646.2089,43142.97785,0.0,0.0,0.0,0.880986132,0.473142087,8.333333333
89645.92907,43143.59077,0.0,0.0,0.0,0.881026685,0.47306657,8.333333333
89645.64924,43144.20368,0.0,0.0,0.0,0.881071506,0.472983084,8.333333333
89645.36941,43144.81659,0.0,0.0,0.0,0.8811252,0.472883048,8.333333333
89644.36717,43146.5804,0.0,0.0,0.0,0.881188543,0.472765002,8.333333333
89642.24812,43149.8522,0.0,0.0,0.0,0.881294964,0.472566572,8.333333333
89640.08041,43153.13096,0.0,0.0,0.0,0.882280011,0.470720595,8.333333333
89637.9098,43156.40781,0.0,0.0,0.0,0.884915174,0.465716652,8.333333333
89635.7383,43159.68406,0.0,0.0,0.0,0.889189479,0.457537531,8.333333333
89633.56567,43162.95956,0.0,0.0,0.0,0.924927306,0.377706781,8.333333333
89631.39109,43166.23378,0.0,0.0,0.0,0.933004731,0.359863724,8.333333333
89629.19863,43169.496,0.0,0.0,0.0,0.927333951,0.370936346,8.333333333
89626.90353,43172.68153,0.0,0.0,0.0,0.820067977,0.556276695,8.333333333
89623.9883,43175.3156,0.0,0.0,0.0,0.645639661,0.753819237,8.333333333
89621.67953,43178.23157,0.0,0.0,0.0,0.490798142,0.868341006,8.333333333
89621.23534,43180.44992,0.0,0.0,0.0,0.341250432,0.936063047,8.333333333
89621.70011,43182.00089,0.0,0.0,0.0,0.281082137,0.959673378,8.333333333
89622.67644,43183.39508,0.0,0.0,0.0,0.242922056,0.970023075,8.333333333
89624.67896,43185.08952,0.0,0.0,0.0,-0.024180886,0.995400438,8.333333333
89628.02442,43187.05581,0.0,0.0,0.0,-0.234807995,0.972039521,8.333333333
89629.0094,43187.19111,0.0,0.0,0.0,-0.239208215,0.970966367,8.333333333
89629.83741,43187.21823,0.0,0.0,0.0,-0.242813534,0.970072845,8.333333333
89631.55666,43186.5456,0.0,0.0,0.0,-0.209009764,0.976275262,8.333333333
89634.64555,43184.94098,0.0,0.0,0.0,-0.119375251,0.992832927,8.333333333
89638.11207,43183.08833,0.0,0.0,0.0,0.049528566,0.993050533,8.333333333
89641.81149,43181.86367,0.0,0.0,0.0,0.137446342,0.990305684,8.333333333
89645.50514,43182.47972,0.0,0.0,0.0,0.157828608,0.987466085,8.333333333
89649.21936,43183.70124,0.0,0.0,0.0,0.160509461,0.987033601,8.333333333
89652.94722,43184.94712,0.0,0.0,0.0,0.160713399,0.987001097,8.333333333
89656.71701,43185.98703,0.0,0.0,0.0,0.153227566,0.988144074,8.333333333
89658.7703,43186.10655,0.0,0.0,0.0,0.109624411,0.993757683,8.333333333
89659.38535,43185.82448,0.0,0.0,0.0,-0.059957371,0.987596166,8.333333333
89660.0004,43185.54242,0.0,0.0,0.0,-0.35662365,0.925389814,8.333333333
89660.56757,43185.20411,0.0,0.0,0.0,-0.596199875,0.791082454,8.333333333
89660.95691,43184.6569,0.0,0.0,0.0,-0.803908198,0.571698959,8.333333333
89661.34625,43184.10969,0.0,0.0,0.0,-0.917125766,0.393794995,8.333333333
89661.73559,43183.56249,0.0,0.0,0.0,-0.955530976,0.292729733,8.333333333
89661.88862,43182.94139,0.0,0.0,0.0,-0.963726191,0.266888777,8.333333333
89661.92608,43182.28415,0.0,0.0,0.0,-0.964875208,0.262708456,8.333333333
89661.96354,43181.62691,0.0,0.0,0.0,-0.964521913,0.263980099,8.333333333
89662.00099,43180.96967,0.0,0.0,0.0,-0.962117167,0.272611138,8.333333333
89661.63574,43180.42889,0.0,0.0,0.0,-0.961931116,0.27328398,8.333333333
89661.25877,43179.8915,0.0,0.0,0.0,-0.812166122,0.569844013,8.333333333
89660.88179,43179.35411,0.0,0.0,0.0,-0.605243296,0.774386019,8.333333333
89659.78425,43178.30067,0.0,0.0,0.0,-0.372193408,0.915288843,8.333333333
89656.90488,43176.39623,0.0,0.0,0.0,-0.212511872,0.977158346,8.333333333
89653.52165,43174.39555,0.0,0.0,0.0,-0.198988653,0.979795532,8.333333333
89650.15471,43172.3679,0.0,0.0,0.0,-0.165880131,0.986141972,8.333333333
89647.38319,43170.65119,0.0,0.0,0.0,-0.153833271,0.988076267,8.333333333
89647.06153,43169.69306,0.0,0.0,0.0,0.036729511,0.988439541,8.333333333
89646.81786,43168.75521,0.0,0.0,0.0,0.286599827,0.945862767,8.333333333
89646.57418,43167.81736,0.0,0.0,0.0,0.441996663,0.897011822,8.333333333
89646.72806,43166.94036,0.0,0.0,0.0,0.441027657,0.897491701,8.333333333
89647.20203,43166.11236,0.0,0.0,0.0,0.44730563,0.894377224,8.333333333
89647.67599,43165.28436,0.0,0.0,0.0,0.258374524,0.965746463,8.333333333
89648.58323,43164.73975,0.0,0.0,0.0,0.03625985,0.989515147,8.333333333
89649.60704,43164.2714,0.0,0.0,0.0,-0.271895397,0.951972259,8.333333333
89651.63899,43163.34566,0.0,0.0,0.0,-0.42704282,0.901528899,8.333333333
89655.33397,43162.02196,0.0,0.0,0.0,-0.484879841,0.874580732,8.333333333
89658.95034,43161.19039,0.0,0.0,0.0,-0.488562669,0.872523743,8.333333333
89661.31692,43162.12252,0.0,0.0,0.0,-0.495475511,0.86861798,8.333333333
89661.97145,43162.9835,0.0,0.0,0.0,-0.497494193,0.867236336,8.333333333
89663.36937,43164.78913,0.0,0.0,0.0,-0.64556255,0.756839288,8.333333333
89665.73087,43167.89957,0.0,0.0,0.0,-0.800188141,0.587629102,8.333333333
89668.82006,43169.84828,0.0,0.0,0.0,-0.908477484,0.39703693,8.333333333
89669.62949,43169.767,0.0,0.0,0.0,-0.952437101,0.304735154,8.333333333
89670.43891,43169.68572,0.0,0.0,0.0,-0.959258459,0.279985103,8.333333333
89671.19333,43169.29612,0.0,0.0,0.0,-0.979611124,0.199097258,8.333333333
89671.90361,43168.65916,0.0,0.0,0.0,-0.987160571,0.159213632,8.333333333
89672.61389,43168.0222,0.0,0.0,0.0,-0.98904978,0.147582285,8.333333333
89673.44533,43167.14637,0.0,0.0,0.0,-0.988872211,0.148766275,8.333333333
89675.50792,43163.83654,0.0,0.0,0.0,-0.988833329,0.149025659,8.333333333
89677.52084,43160.46128,0.0,0.0,0.0,-0.95707691,0.270974413,8.333333333
89678.88324,43156.99023,0.0,0.0,0.0,-0.886355646,0.439033055,8.333333333
89678.53191,43154.22452,0.0,0.0,0.0,-0.778521733,0.627594491,8.333333333
89676.84965,43152.21349,0.0,0.0,0.0,-0.764542033,0.644437209,8.333333333
89674.11026,43150.26106,0.0,0.0,0.0,-0.758814104,0.651306359,8.333333333
89670.53083,43148.6819,0.0,0.0,0.0,-0.75795733,0.652304069,8.333333333
89666.78489,43147.49491,0.0,0.0,0.0,-0.758514029,0.651656363,8.333333333
89663.02843,43146.33868,0.0,0.0,0.0,-0.759395634,0.650628854,8.333333333
89659.598,43144.72397,0.0,0.0,0.0,-0.813313325,0.577940577,8.333333333
89657.77133,43141.93975,0.0,0.0,0.0,-0.874062124,0.481948685,8.333333333
89657.11979,43138.47744,0.0,0.0,0.0,-0.924764441,0.376298496,8.333333333
89656.52853,43134.5941,0.0,0.0,0.0,-0.975976562,0.202008564,8.333333333
89655.93609,43130.70847,0.0,0.0,0.0,0.394630836,0.085286651,8.333333333
89654.90448,43126.95961,0.0,0.0,0.0,0.994774923,0.097535236,8.333333333
89652.8618,43124.10287,0.0,0.0,0.0,0.992167368,0.124879215,8.333333333
89650.91443,43122.8934,0.0,0.0,0.0,0.991175061,0.132539334,8.333333333
89647.8972,43122.47525,0.0,0.0,0.0,0.989529224,0.144308885,8.333333333
89644.18296,43123.23672,0.0,0.0,0.0,0.959041622,0.281333835,8.333333333
89640.38791,43124.25912,0.0,0.0,0.0,0.891628216,0.452764177,8.333333333
89636.91054,43125.80812,0.0,0.0,0.0,0.881897373,0.471430937,8.333333333
89634.55913,43128.71084,0.0,0.0,0.0,0.880251261,0.474507828,8.333333333
89632.39138,43131.98838,0.0,0.0,0.0,0.879637973,0.475643813,8.333333333
